,annual_revenue,Month_on_Book,Checking_avg_Bal,Savings_avg_Bal,Loans_LOC_avg_Bal,CreditCard_avg_Bal,CDs_avg_Bal,HELoans_HELOC_avg_Bal,MMDA_avg_Bal,Branch_Visits_3_Mos,Branch_Trans_3_Mos,ATMVisits_3_Mos,ATM_Trans_3_Mos,signon_visit_3_Mos,signon_trans_3_Mos,CC_Visits_3_Mos,VRU_visits_3_Mos,BP_trans_3_Mos,RDC_trans_3_Mos,OLB_ENROLLED,OLB_ACTIVE,MOBILE_ACTIVE,Active user,Checking_flag,Savings_flag,Loans_LOC_flag,CreditCard_flag,CDs_flag,HELoans_HELOC_flag,MMDA_flag,Customer Value,Number_of_Children,Family_composition,Gender_P1,marital_status_P1,Dwelling_Type,Number_of_Adults,Length_of_Residence,Household_Age,Household_Size,HH_EDUCATION_VALUE,HH_INCOME2,Occupation,Liquid_Resources,Investment_Resources,Auto-Refinance,Credit Card,Home Equity (ITA),DirectMail_SENT,Click,Open,Send,Email_SENT
3514,3052.08,3,3429.03,0.0,0.0,0.0,0.0,0.0,301069.32,1.0,1.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,1,304498.35000000003,0.0,2.0,2,1,1.0,2.0,8.0,6.0,2.0,2.0,2,5.0,14.0,11.0,0.0,1.0,0.0,1.0,0,1,1,1
3515,20.66,3,563.186666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,563.186666666667,0.0,2.0,2,1,1.0,5.0,8.0,4.0,6.0,4.0,2,5.0,14.0,12.0,0.0,1.0,0.0,1.0,0,0,1,1
3516,980.9,3,200.01,0.0,0.0,0.0,100479.106666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,100679.11666666699,0.0,2.0,1,1,1.0,4.0,8.0,5.0,4.0,4.0,2,0.0,14.0,12.0,0.0,1.0,0.0,1.0,0,1,1,1
3517,3.74,3,94.13,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,4.0,4.0,9.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,94.13,0.0,2.0,2,1,1.0,3.0,7.0,3.0,4.0,3.0,4,20.0,2.0,3.0,0.0,0.0,0.0,0.0,0,1,1,1
3518,269.06,3,4577.18,0.0,0.0,646.37,10049.5366666667,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,1,1,0,0,15273.086666666699,6.0,1.0,1,1,1.0,4.0,7.0,4.0,9.0,4.0,7,5.0,9.0,11.0,0.0,1.0,0.0,1.0,0,1,1,1
3519,1071.56,3,0.0,0.0,21885.0666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,21885.0666666667,0.0,6.0,1,1,1.0,2.0,3.0,4.0,3.0,3.0,6,0.0,3.0,8.0,0.0,1.0,0.0,1.0,0,0,1,1
3520,26.2,3,864.103333333334,20.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,8.0,8.0,57.0,75.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2,1,1,0,0,0,0,0,884.103333333334,0.0,6.0,2,2,1.0,2.0,1.0,2.0,2.0,3.0,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,1,1
3521,98.16,3,0.0,0.0,0.0,3101.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,0,0,1,0,0,0,3101.15,0.0,2.0,2,1,1.0,2.0,3.0,3.0,3.0,3.0,7,0.0,10.0,10.0,0.0,1.0,0.0,1.0,0,1,1,1
3522,62.42,3,2494.59333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,2494.59333333333,2.0,1.0,2,1,1.0,4.0,8.0,6.0,6.0,2.0,7,10.0,14.0,11.0,0.0,1.0,0.0,1.0,0,1,1,1
3523,24.72,3,427.116666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,35.0,41.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2,1,0,0,0,0,0,0,427.116666666667,0.0,14.0,2,2,1.0,1.0,8.0,4.0,1.0,2.0,4,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0,0,1,1
3524,9.14,3,461.206666666667,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,2.0,3.0,48.0,68.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0,1,0,1,0,0,0,0,461.206666666667,1.0,1.0,1,1,1.0,3.0,8.0,6.0,4.0,3.0,5,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0,0,1,1
3525,27.98,3,1301.38333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,15.0,47.0,62.0,4.0,6.0,0.0,0.0,1.0,1.0,1.0,2,1,0,0,0,0,0,0,1301.38333333333,1.0,1.0,2,1,1.0,3.0,8.0,7.0,4.0,3.0,7,0.0,14.0,12.0,0.0,1.0,0.0,1.0,0,0,1,1
3526,126.78,3,2036.29666666667,0.0,0.0,0.0,10024.0633333333,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0,1,0,1,0,1,0,0,12060.359999999971,0.0,2.0,2,1,1.0,2.0,8.0,7.0,2.0,3.0,8,5.0,14.0,12.0,0.0,0.0,0.0,0.0,0,0,1,1
3527,46.46,3,375.53,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,375.53,1.0,1.0,2,1,1.0,2.0,4.0,3.0,3.0,3.0,9,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0,0,1,1
3528,14.82,3,798.683333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,35.0,1.0,1.0,0.0,9.0,1.0,1.0,1.0,2,1,0,0,0,0,0,0,798.683333333334,0.0,12.0,2,2,2.0,1.0,1.0,2.0,1.0,3.0,4,0.0,4.0,3.0,0.0,1.0,0.0,1.0,0,1,1,1
3529,74.06,3,3492.03,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,20.0,30.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,2,1,0,0,0,0,0,0,3492.03,1.0,7.0,1,1,1.0,4.0,7.0,2.0,5.0,4.0,5,12.0,3.0,5.0,0.0,0.0,0.0,0.0,0,1,1,1
3530,214.18,3,795.01,53.98,0.0,0.0,0.0,0.0,0.0,5.0,12.0,13.0,36.0,50.0,106.0,5.0,8.0,6.0,2.0,1.0,0.0,0.0,0,1,1,0,0,0,0,0,848.99,2.0,7.0,2,2,1.0,3.0,8.0,5.0,5.0,2.0,6,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0,0,1,1
3531,22.48,2,815.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0,0,0,0,0,0,815.45,2.0,1.0,2,1,1.0,3.0,6.0,4.0,5.0,2.0,7,0.0,2.0,5.0,0.0,1.0,0.0,1.0,0,0,1,1
3532,137.16,2,418.156666666667,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,19.0,35.0,36.0,65.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0,0,0,0,0,0,418.156666666667,0.0,14.0,2,2,2.0,1.0,8.0,5.0,1.0,3.0,5,0.0,4.0,7.0,0.0,1.0,0.0,1.0,1,1,1,1
3533,306.28,2,175.52,565.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,9.0,12.0,167.0,563.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,2,1,1,0,0,0,0,0,740.52,0.0,4.0,1,2,1.0,3.0,8.0,6.0,3.0,2.0,4,14.0,2.0,2.0,0.0,0.0,0.0,0.0,1,1,1,1
3534,134.58,2,1224.48666666667,0.0,0.0,32.3666666666667,0.0,0.0,2614.37666666667,4.0,5.0,0.0,0.0,25.0,47.0,1.0,2.0,0.0,4.0,1.0,1.0,1.0,2,1,0,0,1,0,0,1,3871.230000000007,2.0,1.0,2,1,1.0,2.0,4.0,2.0,4.0,4.0,5,12.0,1.0,1.0,0.0,1.0,0.0,1.0,0,1,1,1
3535,0.48,2,18.8966666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,18.8966666666667,0.0,2.0,1,1,1.0,2.0,8.0,5.0,2.0,4.0,5,10.0,1.0,3.0,0.0,1.0,0.0,1.0,0,1,1,1
3536,86.71,2,1160.09333333333,0.0,0.0,0.0,0.0,0.0,2566.80333333333,2.0,3.0,1.0,2.0,50.0,77.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,2,1,0,0,0,0,0,1,3726.89666666666,7.0,1.0,1,1,1.0,4.0,7.0,4.0,9.0,4.0,9,9.0,12.0,11.0,0.0,1.0,0.0,1.0,0,1,1,1
3537,249.72,2,136.51,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,8.0,10.0,1.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,136.51,0.0,2.0,1,1,1.0,2.0,4.0,4.0,3.0,3.0,4,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0,0,1,1
3538,40.36,2,1701.66,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,1.0,2.0,36.0,70.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,2,1,0,0,0,0,0,0,1701.66,1.0,13.0,2,2,1.0,1.0,4.0,2.0,2.0,3.0,6,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0,1,1,1
3539,75.14,2,1431.46,473.36,0.0,0.0,0.0,0.0,0.0,7.0,7.0,6.0,13.0,34.0,91.0,3.0,4.0,0.0,1.0,1.0,1.0,1.0,2,1,1,0,0,0,0,0,1904.8200000000002,0.0,12.0,2,2,1.0,1.0,2.0,2.0,1.0,4.0,4,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0,1,1,1
3540,0.12,2,6.73666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2,1,0,0,0,0,0,0,6.73666666666667,2.0,7.0,2,1,2.0,2.0,5.0,2.0,4.0,2.0,8,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0,1,1,1
3541,4.2,2,152.873333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,72.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,2,1,0,0,0,0,0,0,152.873333333333,0.0,2.0,2,1,1.0,2.0,3.0,3.0,3.0,4.0,9,0.0,13.0,12.0,0.0,1.0,0.0,1.0,0,1,1,1
3542,12.67,2,463.133333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,0,0,0,0,0,0,463.133333333334,0.0,2.0,2,1,1.0,4.0,8.0,4.0,5.0,4.0,6,5.0,3.0,7.0,0.0,1.0,0.0,1.0,0,0,1,1
3543,688.48,2,915.196666666667,0.0,0.0,699.993333333333,0.0,0.0,67184.9266666667,2.0,7.0,1.0,2.0,39.0,51.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,2,1,0,0,1,0,0,1,68800.1166666667,0.0,2.0,1,1,1.0,2.0,2.0,7.0,2.0,3.0,4,5.0,9.0,8.0,0.0,1.0,0.0,1.0,1,1,1,1
3544,1440.91,2,11112.3666666667,0.0,0.0,0.0,0.0,0.0,146827.053333333,1.0,2.0,0.0,0.0,3.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0,0,0,0,0,1,157939.4199999997,0.0,2.0,2,1,1.0,2.0,8.0,5.0,2.0,5.0,4,5.0,10.0,11.0,0.0,1.0,0.0,1.0,0,0,1,1
3545,43.92,2,573.436666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,0,0,0,0,0,0,573.436666666667,0.0,2.0,1,1,1.0,3.0,8.0,5.0,3.0,4.0,7,5.0,14.0,12.0,0.0,1.0,0.0,1.0,0,0,1,1
3546,157.16,23,0.0,56.6666666666667,11317.4833333333,20.9066666666667,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,1,0,0,0,11395.056666666633,4.0,13.0,2,2,1.0,1.0,5.0,2.0,5.0,3.0,7,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0,0,1,1
3547,143.26,67,3079.94,2233.00333333333,0.0,0.0,0.0,0.0,0.0,10.0,27.0,11.0,17.0,88.0,216.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,2,1,1,0,0,0,0,0,5312.94333333333,0.0,14.0,2,1,1.0,2.0,3.0,3.0,2.0,2.0,5,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0,1,1,1
3548,203.83,310,3351.43666666667,4540.9,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,15.0,15.0,17.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,1,1,0,0,0,0,7892.33666666667,0.0,8.0,1,2,1.0,2.0,6.0,5.0,2.0,2.0,8,5.0,11.0,10.0,0.0,0.0,0.0,0.0,0,1,1,1
3549,567.13,142,5241.22666666667,2140.11,0.0,0.0,26038.6566666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0,0,33419.99333333337,7.0,7.0,2,2,5.0,2.0,6.0,4.0,9.0,3.0,7,0.0,4.0,9.0,0.0,1.0,0.0,1.0,0,1,1,1
3550,9.28,136,204.953333333333,0.0,0.0,3154.66,0.0,0.0,0.0,0.0,0.0,13.0,14.0,129.0,177.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2,1,0,0,1,0,0,0,3359.613333333333,2.0,13.0,2,2,1.0,1.0,5.0,3.0,3.0,3.0,4,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0,1,1,1
3551,1.73,53,156.26,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,3.0,9.0,19.0,45.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2,1,0,0,0,0,0,0,156.26,0.0,14.0,2,2,1.0,1.0,1.0,2.0,1.0,1.0,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0,1,1,1
3552,971.97,261,6658.88333333334,658.933333333333,0.0,1445.96,0.0,29107.66,0.0,0.0,0.0,6.0,10.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,1,0,37871.436666666676,0.0,2.0,1,1,1.0,2.0,6.0,6.0,2.0,4.0,6,5.0,11.0,11.0,0.0,1.0,0.0,1.0,0,0,1,1
3553,209.16,141,8642.02666666667,1202.15666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,36.0,0.0,0.0,14.0,4.0,1.0,1.0,1.0,2,1,1,0,0,0,0,0,9844.18333333334,0.0,14.0,2,2,1.0,1.0,4.0,2.0,1.0,3.0,8,12.0,9.0,7.0,0.0,1.0,0.0,1.0,0,0,1,1
3554,311.87,275,669.136666666667,7769.82666666667,0.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,6.0,9.0,0.0,0.0,13.0,0.0,1.0,1.0,0.0,1,1,1,1,0,0,0,0,8438.963333333337,3.0,1.0,1,1,1.0,2.0,7.0,4.0,5.0,4.0,6,5.0,1.0,8.0,0.0,1.0,0.0,1.0,0,0,1,1
3555,424.21,278,1253.91,707.466666666667,0.0,2891.71666666667,0.0,0.0,0.0,6.0,6.0,6.0,6.0,57.0,70.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2,1,1,0,1,0,0,0,4853.093333333337,0.0,2.0,2,1,1.0,2.0,8.0,6.0,2.0,4.0,6,14.0,7.0,9.0,0.0,0.0,0.0,0.0,0,0,1,1
3556,580.52,80,1665.31,376.803333333333,1208.68333333333,0.0,0.0,0.0,0.0,0.0,0.0,37.0,65.0,151.0,194.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2,1,1,1,1,0,0,0,3250.796666666663,0.0,12.0,1,2,1.0,1.0,4.0,3.0,1.0,3.0,6,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0,0,1,1
3557,58.6,386,1576.70333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1576.70333333333,0.0,2.0,2,1,1.0,4.0,8.0,7.0,4.0,3.0,4,0.0,6.0,4.0,0.0,1.0,0.0,1.0,0,0,1,1
3558,737.2,246,3284.19333333333,0.0,0.0,0.0,0.0,0.0,21114.4666666667,0.0,0.0,1.0,1.0,68.0,88.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,2,1,0,0,0,0,0,1,24398.66000000003,0.0,14.0,2,2,1.0,1.0,6.0,4.0,1.0,4.0,8,0.0,13.0,11.0,0.0,1.0,0.0,1.0,0,0,1,1
3559,523.78,303,10802.7966666667,0.0,0.0,0.0,0.0,0.0,10982.5233333333,0.0,0.0,2.0,4.0,71.0,91.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2,1,0,0,0,0,0,1,21785.32,8.0,13.0,2,2,2.0,1.0,6.0,3.0,9.0,3.0,3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,1,1
3560,358.14,35,4101.56,189.463333333333,0.0,0.0,0.0,0.0,768.92,2.0,4.0,89.0,212.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,1,5059.943333333334,1.0,1.0,1,1,1.0,2.0,4.0,3.0,3.0,4.0,8,0.0,2.0,9.0,0.0,1.0,0.0,1.0,0,0,1,1
3561,1616.32,199,19413.42,0.0,0.0,0.0,0.0,0.0,46027.9033333333,1.0,3.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,1,65441.3233333333,0.0,12.0,1,2,5.0,1.0,3.0,3.0,1.0,2.0,5,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0,0,1,1
3562,1238.52,247,16471.0933333333,25910.0733333333,0.0,563.216666666667,0.0,0.0,0.0,0.0,0.0,8.0,10.0,6.0,8.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,2,1,1,0,1,0,0,0,42944.383333333266,0.0,14.0,2,2,1.0,1.0,1.0,2.0,1.0,2.0,2,12.0,2.0,1.0,0.0,1.0,0.0,1.0,0,1,1,1
3563,195.9,280,10352.87,0.0,0.0,0.0,0.0,0.0,0.0,12.0,19.0,13.0,14.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,10352.87,0.0,12.0,1,2,1.0,1.0,5.0,6.0,1.0,3.0,3,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0,0,1,1
3564,2210.54,324,26678.5366666667,0.0,0.0,206.95,0.0,0.0,39923.1866666667,3.0,4.0,20.0,36.0,65.0,83.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,2,1,0,0,1,0,0,1,66808.6733333334,0.0,2.0,1,1,1.0,2.0,5.0,6.0,2.0,2.0,5,14.0,6.0,6.0,0.0,0.0,0.0,0.0,0,0,1,1
3565,487.45,217,3441.97666666667,0.0,0.0,0.0,0.0,0.0,0.0,15.0,19.0,20.0,27.0,105.0,251.0,1.0,0.0,90.0,0.0,1.0,1.0,1.0,2,1,0,0,0,0,0,0,3441.97666666667,3.0,1.0,2,1,1.0,3.0,6.0,4.0,6.0,3.0,8,20.0,5.0,9.0,0.0,0.0,0.0,0.0,0,1,1,1
3566,420.45,162,1973.93666666667,3621.40333333333,0.0,0.0,3325.44666666667,0.0,0.0,2.0,3.0,4.0,4.0,30.0,37.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2,1,1,0,0,1,0,0,8920.78666666667,0.0,12.0,1,2,1.0,1.0,3.0,2.0,1.0,2.0,8,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0,1,1,1
3567,504.72,185,505.606666666667,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,39.0,73.0,51.0,94.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2,1,0,0,0,0,0,0,505.606666666667,2.0,13.0,2,2,1.0,2.0,8.0,4.0,3.0,3.0,8,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0,0,1,1
3568,46.87,482,1458.71666666667,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,12.0,16.0,55.0,60.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,0,0,0,0,0,0,1458.71666666667,0.0,2.0,2,1,1.0,2.0,8.0,7.0,2.0,2.0,6,14.0,12.0,11.0,0.0,1.0,0.0,1.0,1,1,1,1
3569,470.7,286,15991.8733333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2,1,0,0,1,0,0,0,15991.8733333333,0.0,14.0,2,2,1.0,1.0,5.0,6.0,1.0,3.0,4,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0,1,1,1
3570,253.49,149,7951.16333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,7951.16333333333,5.0,7.0,2,1,1.0,2.0,8.0,6.0,7.0,5.0,3,5.0,14.0,12.0,0.0,1.0,0.0,1.0,0,0,1,1
3571,138.86,317,1156.82333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,34.0,17.0,19.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,0,0,0,0,0,0,1156.82333333333,0.0,12.0,1,1,1.0,2.0,5.0,5.0,1.0,4.0,7,0.0,13.0,11.0,0.0,0.0,0.0,0.0,0,0,1,1
3572,69.55,285,0.0,3480.93333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,1,0,0,0,0,0,3480.93333333333,0.0,2.0,1,1,1.0,2.0,4.0,3.0,3.0,3.0,8,0.0,7.0,9.0,0.0,1.0,0.0,1.0,0,1,1,1
3573,458.72,142,13045.2733333333,0.0,0.0,87.5233333333333,0.0,0.0,0.0,0.0,0.0,3.0,3.0,20.0,24.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,0,0,1,0,0,0,13132.796666666633,0.0,14.0,2,2,1.0,1.0,1.0,2.0,1.0,4.0,3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,1,1
3574,37.48,268,231.44,0.0,0.0,0.0,0.0,0.0,1002.73,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,1,1234.17,0.0,14.0,2,2,1.0,1.0,6.0,4.0,1.0,3.0,6,0.0,1.0,7.0,0.0,1.0,0.0,1.0,0,0,1,1
3575,584.03,439,0.0,26533.2466666667,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,80.0,110.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,1,0,0,0,0,0,26533.2466666667,1.0,1.0,2,1,1.0,2.0,6.0,5.0,3.0,4.0,7,0.0,8.0,10.0,0.0,0.0,0.0,0.0,0,0,1,1
3576,3.21,105,134.123333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2,1,0,0,0,0,0,0,134.123333333333,0.0,14.0,2,2,1.0,1.0,3.0,3.0,1.0,4.0,6,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0,0,1,1
3577,1328.98,255,4480.32,0.0,0.0,0.0,0.0,0.0,78141.51,0.0,0.0,9.0,9.0,83.0,111.0,0.0,0.0,15.0,0.0,1.0,1.0,0.0,1,1,0,1,0,0,0,1,82621.82999999999,0.0,2.0,1,1,1.0,2.0,7.0,4.0,3.0,4.0,1,0.0,14.0,12.0,0.0,0.0,0.0,0.0,0,1,1,1
3578,372.11,432,8405.74333333334,3547.87666666667,0.0,0.0,0.0,0.0,2935.37333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,0,1,0,0,1,14888.99333333334,1.0,1.0,2,1,1.0,4.0,8.0,5.0,5.0,4.0,7,5.0,6.0,8.0,0.0,0.0,0.0,0.0,0,1,1,1
3579,148.09,119,5935.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,20.0,0.0,0.0,2.0,18.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,1,0,0,0,5935.12,0.0,6.0,1,2,1.0,2.0,6.0,7.0,2.0,3.0,1,9.0,3.0,3.0,0.0,0.0,0.0,0.0,0,0,1,1
3580,574.81,343,13049.0066666667,5255.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,9.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1,1,1,0,0,0,0,0,18304.996666666702,7.0,1.0,2,1,1.0,2.0,8.0,4.0,9.0,4.0,6,0.0,7.0,11.0,0.0,1.0,0.0,1.0,0,0,1,1
3581,1455.34,269,20749.8633333333,1003.17333333333,0.0,3318.13666666667,0.0,0.0,0.0,1.0,1.0,59.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,0,1,0,0,0,25071.173333333296,0.0,12.0,1,2,1.0,1.0,7.0,5.0,1.0,4.0,3,0.0,14.0,12.0,0.0,0.0,0.0,0.0,0,0,1,1
3582,950.55,167,11568.0966666667,25018.0233333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,39.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,2,1,1,0,0,0,0,0,36586.12,3.0,11.0,1,1,1.0,2.0,6.0,3.0,4.0,3.0,7,0.0,8.0,11.0,0.0,1.0,0.0,1.0,0,0,1,1
3583,763.6,79,0.0,0.0,44141.0033333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,128.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2,0,0,1,0,0,0,0,44141.0033333333,0.0,2.0,2,1,1.0,2.0,5.0,4.0,3.0,2.0,6,0.0,3.0,8.0,0.0,1.0,0.0,1.0,0,0,1,1
