Date,Month,Sub-Category,Description,Account Name,Transaction Type,Count,Category Number,Sub-Category Number,Category,Budget,Expense Type,Expense Type Factor,Forecast Amount,Budget Amount,Amount,Cash
2020-05-19,2020-05-19,Restaurants,KNOTTY PINE GRILL & SANBORNVILLE NHUS,CHECKING,debit,2,2,6,Food & Dining,Est,Reducable,1.5,47.0,70.5,-47.0,64514.589999999975
2020-05-19,2020-05-19,Shopping,Target,Discover,debit,1,10,8,Shopping,Input,Reducable,1.0,0.0,0.0,-21.33,64514.589999999975
2020-05-20,2020-05-20,Air Travel,JetBlue,Discover,credit,2,12,1,Travel,Input,Fixed,1.0,0.0,0.0,60.0,64125.559999999976
2020-05-20,2020-05-20,Baby Supplies,Target,Discover,debit,1,3,1,Kids,Input,Fixed,1.0,0.0,0.0,-18.66,64125.559999999976
2020-05-20,2020-05-20,Cable/ Internet,Spectrum,Discover,debit,1,1,2,Bills & Utilities,Input,Fixed,1.0,0.0,0.0,-49.99,64125.559999999976
2020-05-20,2020-05-20,Groceries,COUNTRY GOODS & 3400 PROVINCE LAKE EAST WAKEFIEL NHUS,CHECKING,debit,1,2,5,Food & Dining,Est,Reducable,1.2,10.02,12.024,-10.02,64125.559999999976
2020-05-20,2020-05-20,Restaurants,110 Grill,CHECKING,debit,1,2,6,Food & Dining,Est,Reducable,1.5,75.0,112.5,-75.0,64125.559999999976
2020-05-21,2020-05-21,Gas & Fuel,CUMBERLAND -CUMBERLAND F-299 N MAIN ST ROCHESTER NH,CHECKING,debit,1,4,3,Auto & Transport,Est,Fixed,0.5,19.12,9.56,-19.12,64031.88999999998
2020-05-21,2020-05-21,Groceries,BJ's Wholesale Club,Discover,debit,1,2,5,Food & Dining,Est,Reducable,1.2,6.19,7.428,-6.19,64031.88999999998
2020-05-21,2020-05-21,Paycheck,LIBERTY MUTUAL DESC: PAYROLL,CHECKING,credit,1,30,1,Income,Input,Fixed,1.0,0.0,0.0,1953.78,64031.88999999998
2020-05-22,2020-05-22,Alcohol & Bars,NH LIQUOR STORE INDIAN MNT SHPCTR 2 CENTER OSSIPE NHUS,CHECKING,debit,1,2,1,Food & Dining,Est,Discretionary,1.0,32.98,32.98,-32.98,65960.35999999997
2020-05-22,2020-05-22,Coffee Shops,Dunkin Donuts,CHECKING,debit,1,2,2,Food & Dining,Est,Reducable,1.1,10.28,11.308,-10.28,65960.35999999997
2020-05-22,2020-05-22,Fast Food,DUELINGCHEFS EFFINGHAM NHUS,CHECKING,debit,2,2,3,Food & Dining,Est,Reducable,0.5,39.39,19.695,-39.39,65960.35999999997
2020-05-22,2020-05-22,Groceries,BJ's Wholesale Club,Discover,debit,1,2,5,Food & Dining,Est,Reducable,1.2,60.05,72.05999999999999,-60.05,65960.35999999997
2020-05-22,2020-05-22,Groceries,Hannaford,CHECKING,debit,1,2,5,Food & Dining,Est,Reducable,1.2,109.16,130.992,-109.16,65960.35999999997
2020-05-22,2020-05-22,Groceries,VALULAND FOOD S 280 ROUTE 16B CTR OSSIPEE NHUS,CHECKING,debit,1,2,5,Food & Dining,Est,Reducable,1.2,4.68,5.616,-4.68,65960.35999999997
2020-05-23,2020-05-23,Coffee Shops,ORAS COFFEE AND ICE OSSIPEE NHUS,CHECKING,debit,1,2,2,Food & Dining,Est,Reducable,1.1,3.27,3.5970000000000004,-3.27,65703.81999999998
2020-05-23,2020-05-23,Shopping,Dollar Tree,CHECKING,debit,1,10,8,Shopping,Input,Reducable,1.0,0.0,0.0,-20.0,65703.81999999998
2020-05-23,2020-05-23,Shopping,Ocean State Job,CHECKING,debit,1,10,8,Shopping,Input,Reducable,1.0,0.0,0.0,-9.15,65703.81999999998
2020-05-24,2020-05-24,Electronics & Software,Apple,Discover,debit,1,10,4,Shopping,Input,Reducable,1.0,0.0,0.0,-0.99,65671.39999999998
2020-05-24,2020-05-24,Groceries,Hannaford,Discover,debit,1,2,5,Food & Dining,Est,Reducable,1.2,55.97,67.164,-55.97,65671.39999999998
2020-05-24,2020-05-24,Restaurants,THE FARMER'S KITCHE FARMINGTON NHUS,CHECKING,debit,1,2,6,Food & Dining,Est,Reducable,1.5,13.65,20.475,-13.65,65671.39999999998
2020-05-24,2020-05-24,Restaurants,TUMBLEDOWN CAFE LLC BROOKFIELD NHUS,CHECKING,debit,1,2,6,Food & Dining,Est,Reducable,1.5,55.0,82.5,-55.0,65671.39999999998
2020-05-24,2020-05-24,Shopping,Amazon,CHECKING,debit,1,10,8,Shopping,Input,Reducable,1.0,0.0,0.0,-16.04,65671.39999999998
2020-05-24,2020-05-24,Shopping,Ocean State Job,Discover,debit,1,10,8,Shopping,Input,Reducable,1.0,0.0,0.0,-10.2,65671.39999999998
2020-05-25,2020-05-25,Baby Supplies,Amazon,CHECKING,debit,1,3,1,Kids,Input,Fixed,1.0,0.0,0.0,-47.52,65519.54999999998
2020-05-25,2020-05-25,Coffee Shops,ORAS COFFEE AND ICE OSSIPEE NHUS,CHECKING,debit,1,2,2,Food & Dining,Est,Reducable,1.1,6.9,7.590000000000001,-6.9,65519.54999999998
2020-05-26,2020-05-26,Baby Supplies,Target,CHECKING,debit,1,3,1,Kids,Input,Fixed,1.0,0.0,0.0,-18.6,65465.12999999998
2020-05-26,2020-05-26,Gas & Fuel,CUMBERLAND -CUMBERLAND F-299 N MAIN ST ROCHESTER NH,CHECKING,debit,1,4,3,Auto & Transport,Est,Fixed,0.5,15.4,7.7,-15.4,65465.12999999998
2020-05-26,2020-05-26,Gifts & Donations,Venmo,CHECKING,debit,1,14,3,Gifts & Donations,Input,Reducable,1.5,0.0,0.0,-50.0,65465.12999999998
2020-05-26,2020-05-26,State of NH,Share Draft CHECK # 130 130,CHECKING,debit,1,4,6,Auto & Transport,Est,Fixed,1.0,10.0,10.0,-10.0,65465.12999999998
2020-05-27,2020-05-27,Electronics & Software,Amazon,CHECKING,debit,1,10,4,Shopping,Input,Reducable,1.0,0.0,0.0,-10.86,65371.12999999998
2020-05-27,2020-05-27,Fast Food,COUNTRY GOODS & 3400 PROVINCE LAKE EAST WAKEFIEL NHUS,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,5.77,2.885,-5.77,65371.12999999998
2020-05-27,2020-05-27,Shopping,Amazon,Discover,debit,2,10,8,Shopping,Input,Reducable,1.0,0.0,0.0,-23.43,65371.12999999998
2020-05-28,2020-05-28,Alcohol & Bars,COUNTRY GOODS & 3400 PROVINCE LAKE EAST WAKEFIEL NHUS,CHECKING,debit,1,2,1,Food & Dining,Est,Discretionary,1.0,11.49,11.49,-11.49,65331.069999999985
2020-05-29,2020-05-29,Electronics & Software,Microsoft,Discover,debit,1,10,4,Shopping,Input,Reducable,1.0,0.0,0.0,-1.99,65319.57999999999
2020-05-29,2020-05-29,Fast Food,110 Grill,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,30.16,15.08,-30.16,65319.57999999999
2020-05-30,2020-05-30,Fast Food,Lone Oak Ice Cream,CHECKING,debit,2,2,3,Food & Dining,Est,Reducable,0.5,10.25,5.125,-10.25,65287.429999999986
2020-05-30,2020-05-30,Groceries,Hannaford,Discover,debit,1,2,5,Food & Dining,Est,Reducable,1.2,114.88,137.856,-114.88,65287.429999999986
2020-05-30,2020-05-30,Restaurants,KNOTTY PINE GRILL & SANBORNVILLE NHUS,CHECKING,debit,1,2,6,Food & Dining,Est,Reducable,1.5,19.0,28.5,-19.0,65287.429999999986
2020-05-31,2020-05-31,Clothing,Old Navy,Discover,debit,1,10,1,Shopping,Input,Reducable,1.0,0.0,0.0,-35.68,65143.29999999999
2020-05-31,2020-05-31,Clothing - SAP,DZEETEE.COM ORDER 317-981-5041 CA,Discover,debit,1,10,3,Shopping,Input,Reducable,1.0,0.0,0.0,-59.93,65143.29999999999
2020-05-31,2020-05-31,Clothing - SAP,Kohl's,CHECKING,debit,1,10,3,Shopping,Input,Reducable,1.0,0.0,0.0,-127.57,65143.29999999999
2020-05-31,2020-05-31,Coffee Shops,Dunkin Donuts,CHECKING,debit,1,2,2,Food & Dining,Est,Reducable,1.1,8.04,8.844,-8.04,65143.29999999999
2020-05-31,2020-05-31,Electronics & Software,Apple,Discover,credit,1,10,4,Shopping,Input,Reducable,1.0,0.0,0.0,170.0,65143.29999999999
2020-05-31,2020-05-31,Hair,Share Adjustment SURCHARGE FEE REIMB,CHECKING,credit,1,9,1,Personal Care,Input,Fixed,1.0,0.0,0.0,3.5,65143.29999999999
2020-05-31,2020-05-31,Investments,DIVIDEND,CREDIT CARD,credit,1,30,9,Income,Est,Fixed,1.0,0.05,0.05,0.05,65143.29999999999
2020-05-31,2020-05-31,Investments,DIVIDEND,EMERSYN,credit,1,30,9,Income,Est,Fixed,1.0,0.86,0.86,0.86,65143.29999999999
2020-05-31,2020-05-31,Investments,DIVIDEND,HOLIDAY CLUB SAVINGS,credit,1,30,9,Income,Est,Fixed,1.0,7.97,7.97,7.97,65143.29999999999
2020-05-31,2020-05-31,Investments,DIVIDEND,MORTGAGE,credit,1,30,9,Income,Est,Fixed,1.0,0.02,0.02,0.02,65143.29999999999
2020-05-31,2020-05-31,Investments,DIVIDEND,SAFETY NET,credit,1,30,9,Income,Est,Fixed,1.0,13.58,13.58,13.58,65143.29999999999
2020-05-31,2020-05-31,Restaurants,Poor People's Pub Inc,CHECKING,debit,1,2,6,Food & Dining,Est,Reducable,1.5,28.0,42.0,-28.0,65143.29999999999
2020-06-01,2020-06-01,Dentist,ASPEN ROCHESTER N 0475 ROCHESTER NH,Discover,debit,1,6,1,Health & Fitness,Input,Fixed,1.0,0.0,0.0,-385.0,65080.05999999999
2020-06-01,2020-06-01,Groceries,Hannaford,CHECKING,debit,1,2,5,Food & Dining,Est,Reducable,1.2,48.9,58.67999999999999,-48.9,65080.05999999999
2020-06-01,2020-06-01,Subscriptions,Norton,Discover,debit,2,7,1,Subscriptions,Input,Fixed,1.0,0.0,0.0,-299.98,65080.05999999999
2020-06-02,2020-06-02,Clothing,Old Navy,Discover,debit,1,10,1,Shopping,Input,Reducable,1.0,0.0,0.0,-7.0,64346.17999999999
2020-06-02,2020-06-02,Coffee Shops,Dunkin Donuts,CHECKING,debit,1,2,2,Food & Dining,Est,Reducable,1.1,4.35,4.785,-4.35,64346.17999999999
2020-06-02,2020-06-02,Fast Food,McDonald's,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,7.4,3.7,-7.4,64346.17999999999
2020-06-02,2020-06-02,Restaurants,FLAMINGO SHOP 202-341-4472 TX,Discover,debit,1,2,6,Food & Dining,Est,Reducable,1.5,21.98,32.97,-21.98,64346.17999999999
2020-06-02,2020-06-02,Shopping,Amazon,CHECKING,debit,1,10,8,Shopping,Input,Reducable,1.0,0.0,0.0,-9.39,64346.17999999999
2020-06-02,2020-06-02,Shopping,Amazon,Discover,debit,1,10,8,Shopping,Input,Reducable,1.0,0.0,0.0,-21.57,64346.17999999999
2020-06-03,2020-06-03,Electronics & Software,Apple,Discover,debit,1,10,4,Shopping,Input,Reducable,1.0,0.0,0.0,-4.99,64274.48999999999
2020-06-03,2020-06-03,Fast Food,ORAS COFFEE AND ICE OSSIPEE NHUS,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,28.02,14.01,-28.02,64274.48999999999
2020-06-03,2020-06-03,Gas & Fuel,CUMBERLAND -CUMBERLAND F-299 N MAIN ST ROCHESTER NH,CHECKING,debit,1,4,3,Auto & Transport,Est,Fixed,0.5,26.63,13.315,-26.63,64274.48999999999
2020-06-03,2020-06-03,Restaurants,TUMBLEDOWN* TUMBLEDOWN 888-707-2469 NH,Discover,debit,1,2,6,Food & Dining,Est,Reducable,1.5,25.98,38.97,-25.98,64274.48999999999
2020-06-03,2020-06-03,Travel,SEABREEZE MOTOR LODGE 207-934-2091 ME,Discover,debit,1,12,5,Travel,Input,Fixed,1.0,0.0,0.0,-254.08,64274.48999999999
2020-06-03,2020-06-03,Travel,Stones Throw Inn,Discover,credit,1,12,5,Travel,Input,Fixed,1.0,0.0,0.0,254.08,64274.48999999999
2020-06-04,2020-06-04,Clothing,Old Navy,Discover,debit,1,10,1,Shopping,Input,Reducable,1.0,0.0,0.0,-10.5,64188.86999999999
2020-06-04,2020-06-04,Paycheck,LIBERTY MUTUAL DESC: PAYROLL,CHECKING,credit,1,30,1,Income,Input,Fixed,1.0,0.0,0.0,2101.89,64188.86999999999
2020-06-05,2020-06-05,Coffee Shops,Dunkin Donuts,CHECKING,debit,1,2,2,Food & Dining,Est,Reducable,1.1,9.85,10.835,-9.85,66280.26
2020-06-05,2020-06-05,Groceries,COUNTRY GOODS & 3400 PROVINCE LAKE EAST WAKEFIEL NHUS,CHECKING,debit,1,2,5,Food & Dining,Est,Reducable,1.2,26.96,32.352,-26.96,66280.26
2020-06-05,2020-06-05,Travel,SILVER LAKE PARK C GOSQ.COM NH0001152921509245,Discover,debit,1,12,5,Travel,Input,Fixed,1.0,0.0,0.0,-347.73,66280.26
2020-06-06,2020-06-06,Fast Food,McDonald's,Discover,debit,1,2,3,Food & Dining,Est,Reducable,0.5,16.73,8.365,-16.73,65895.72
2020-06-06,2020-06-06,Restaurants,CINDYS PLACE EAST WAKEFIEL NHUS,CHECKING,debit,1,2,6,Food & Dining,Est,Reducable,1.5,14.96,22.44,-14.96,65895.72
2020-06-06,2020-06-06,Restaurants,SUNNY VILLA OSSIPEE NHUS,CHECKING,debit,2,2,6,Food & Dining,Est,Reducable,1.5,35.94,53.91,-35.94,65895.72
2020-06-07,2020-06-07,Clothing,Old Navy,Discover,debit,1,10,1,Shopping,Input,Reducable,1.0,0.0,0.0,-16.79,65828.09
2020-06-07,2020-06-07,Electronics & Software,Apple,Discover,debit,2,10,4,Shopping,Input,Reducable,1.0,0.0,0.0,-12.02,65828.09
2020-06-07,2020-06-07,Groceries,Hannaford,CHECKING,debit,1,2,5,Food & Dining,Est,Reducable,1.2,150.49,180.588,-150.49,65828.09
2020-06-08,2020-06-08,Baby Supplies,Amazon,CHECKING,debit,1,3,1,Kids,Input,Fixed,1.0,0.0,0.0,-16.51,65648.79
2020-06-08,2020-06-08,Clothing,Marshalls,CHECKING,debit,1,10,1,Shopping,Input,Reducable,1.0,0.0,0.0,-18.97,65648.79
2020-06-08,2020-06-08,Coffee Shops,Dunkin Donuts,CHECKING,debit,1,2,2,Food & Dining,Est,Reducable,1.1,9.98,10.978000000000002,-9.98,65648.79
2020-06-08,2020-06-08,Groceries,Hannaford,CHECKING,debit,1,2,5,Food & Dining,Est,Reducable,1.2,23.81,28.572,-23.81,65648.79
2020-06-08,2020-06-08,Ron - Student Loans,Share Deposit,CHECKING,credit,1,30,4,Income,Input,Fixed,1.0,0.0,0.0,250.0,65648.79
2020-06-08,2020-06-08,Shopping,Amazon,CHECKING,debit,3,10,8,Shopping,Input,Reducable,1.0,0.0,0.0,-90.36,65648.79
2020-06-08,2020-06-08,Shopping,Amazon,Discover,debit,2,10,8,Shopping,Input,Reducable,1.0,0.0,0.0,-71.04,65648.79
2020-06-09,2020-06-09,Baby Supplies,Amazon,CHECKING,debit,1,3,1,Kids,Input,Fixed,1.0,0.0,0.0,-13.98,65668.12
2020-06-09,2020-06-09,Movies & DVDs,Netflix,Discover,debit,1,11,3,Entertainment,Est,Discretionary,0.1,12.99,1.2990000000000002,-12.99,65668.12
2020-06-10,2020-06-10,Electronics & Software,Apple,Discover,debit,1,10,4,Shopping,Input,Reducable,1.0,0.0,0.0,-1.68,65641.15
2020-06-10,2020-06-10,Fast Food,LEVELUPTROPICALSMOOTH 855-538-3542 MA,Discover,debit,1,2,3,Food & Dining,Est,Reducable,0.5,7.94,3.97,-7.94,65641.15
2020-06-10,2020-06-10,Gas & Fuel,CUMBERLAND -CUMBERLAND F-299 N MAIN ST ROCHESTER NH,CHECKING,debit,1,4,3,Auto & Transport,Est,Fixed,0.5,26.06,13.03,-26.06,65641.15
2020-06-10,2020-06-10,Groceries,Wal-Mart,CHECKING,debit,1,2,5,Food & Dining,Est,Reducable,1.2,18.82,22.584,-18.82,65641.15
2020-06-10,2020-06-10,Groceries,Wal-Mart,Discover,debit,1,2,5,Food & Dining,Est,Reducable,1.2,86.59,103.908,-86.59,65641.15
2020-06-10,2020-06-10,Shopping,Amazon,CHECKING,debit,1,10,8,Shopping,Input,Reducable,1.0,0.0,0.0,-18.5,65641.15
2020-06-10,2020-06-10,Shopping,Dollar Tree,CHECKING,debit,1,10,8,Shopping,Input,Reducable,1.0,0.0,0.0,-16.0,65641.15
2020-06-10,2020-06-10,Student Loan,NAVI ED SERV WEB DESC: STUDNTLOAN,CHECKING,debit,1,0,3,Loans,Input,Fixed,1.0,0.0,0.0,-300.0,65641.15
2020-06-11,2020-06-11,Fast Food,COUNTRY GOODS & 3400 PROVINCE LAKE EAST WAKEFIEL NHUS,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,8.49,4.245,-8.49,65165.56
2020-06-11,2020-06-11,Fast Food,Lone Oak Ice Cream,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,18.51,9.255,-18.51,65165.56
2020-06-11,2020-06-11,Hobbies,Jo-Ann Stores,CHECKING,debit,1,10,5,Shopping,Input,Reducable,1.0,0.0,0.0,-4.47,65165.56
2020-06-11,2020-06-11,Shopping,Electronic Refund Amazon.com,CHECKING,credit,1,10,8,Shopping,Input,Reducable,1.0,0.0,0.0,18.5,65165.56
2020-06-12,2020-06-12,Babysitter & Daycare,Share Withdrawal PEOPLE'S UNITED 1555 LAFAYETTE RD PORTSMOUTH NHUS,CHECKING,debit,1,3,2,Kids,Input,Fixed,1.0,0.0,0.0,-103.5,65152.59
2020-06-12,2020-06-12,Clothing - SAP,Electronic Refund Kohls 1137 160 Washington Street,CHECKING,credit,1,10,3,Shopping,Input,Reducable,1.0,0.0,0.0,39.99,65152.59
2020-06-12,2020-06-12,Entertainment,State Parks,CHECKING,debit,1,11,2,Entertainment,Input,Reducable,1.0,0.0,0.0,-9.0,65152.59
2020-06-12,2020-06-12,Gas Stn Snacks/Beer,"Cumberland Farms, Inc.",CHECKING,debit,1,2,4,Food & Dining,Est,Reducable,0.8,2.29,1.832,-2.29,65152.59
2020-06-12,2020-06-12,Restaurants,THE FARMER'S KITCHE FARMINGTON NHUS,CHECKING,debit,1,2,6,Food & Dining,Est,Reducable,1.5,17.0,25.5,-17.0,65152.59
2020-06-13,2020-06-13,Air Travel,JetBlue,Discover,debit,4,12,1,Travel,Input,Fixed,1.0,0.0,0.0,-120.0,65060.78999999999
2020-06-13,2020-06-13,Entertainment,PIRATE'S COVE N North Conway NHUS,CHECKING,debit,1,11,2,Entertainment,Input,Reducable,1.0,0.0,0.0,-28.0,65060.78999999999
2020-06-13,2020-06-13,Fast Food,Dairy Queen,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,4.35,2.175,-4.35,65060.78999999999
2020-06-13,2020-06-13,Groceries,Hannaford,CHECKING,debit,1,2,5,Food & Dining,Est,Reducable,1.2,135.86,163.032,-135.86,65060.78999999999
2020-06-13,2020-06-13,Restaurants,Ice House,CHECKING,debit,1,2,6,Food & Dining,Est,Reducable,1.5,25.81,38.714999999999996,-25.81,65060.78999999999
2020-06-13,2020-06-13,Restaurants,KNOTTY PINE GRILL & SANBORNVILLE NHUS,CHECKING,debit,1,2,6,Food & Dining,Est,Reducable,1.5,25.0,37.5,-25.0,65060.78999999999
2020-06-13,2020-06-13,Restaurants,MUDDY MOOSE RESTAURANT NORTH CONWAY NH,Discover,debit,1,2,6,Food & Dining,Est,Reducable,1.5,33.9,50.849999999999994,-33.9,65060.78999999999
2020-06-14,2020-06-14,ATM Fee,ATM Fee VISA ISA FEE,CHECKING,debit,1,13,1,Fees & Charges,Est,Fixed,1.0,1.31,1.31,-1.31,64687.869999999995
2020-06-14,2020-06-14,Clothing,EUROPE.HUTTOPIA.COM SAINT-GENIS-L FRFR,CHECKING,debit,1,10,1,Shopping,Input,Reducable,1.0,0.0,0.0,-163.5,64687.869999999995
2020-06-14,2020-06-14,Electronics & Software,Microsoft,Discover,debit,1,10,4,Shopping,Input,Reducable,1.0,0.0,0.0,-1.99,64687.869999999995
2020-06-14,2020-06-14,Gas & Fuel,Circle K,CHECKING,debit,1,4,3,Auto & Transport,Est,Fixed,0.5,28.26,14.13,-28.26,64687.869999999995
2020-06-14,2020-06-14,Gifts & Donations,Personalization Mall,Discover,debit,1,14,3,Gifts & Donations,Input,Reducable,1.5,0.0,0.0,-60.96,64687.869999999995
2020-06-14,2020-06-14,Hair,Amazon,CHECKING,debit,1,9,1,Personal Care,Input,Fixed,1.0,0.0,0.0,-18.5,64687.869999999995
2020-06-15,2020-06-15,Clothing - SAP,Amazon,Discover,debit,1,10,3,Shopping,Input,Reducable,1.0,0.0,0.0,-16.99,64413.35
2020-06-15,2020-06-15,Gifts & Donations,Amazon,Discover,debit,1,14,3,Gifts & Donations,Input,Reducable,1.5,0.0,0.0,-19.95,64413.35
2020-06-15,2020-06-15,Hobbies,Hobby Lobby,CHECKING,debit,1,10,5,Shopping,Input,Reducable,1.0,0.0,0.0,-24.45,64413.35
2020-06-15,2020-06-15,Restaurants,THE FARMER'S KITCHE FARMINGTON NHUS,CHECKING,debit,1,2,6,Food & Dining,Est,Reducable,1.5,13.4,20.1,-13.4,64413.35
2020-06-15,2020-06-15,Shopping,Amazon,Discover,debit,1,10,8,Shopping,Input,Reducable,1.0,0.0,0.0,-7.0,64413.35
2020-06-15,2020-06-15,Subscriptions,Prime Video*MS3XU8C 888-802-3080 WAUS,CHECKING,debit,1,7,1,Subscriptions,Input,Fixed,1.0,0.0,0.0,-10.99,64413.35
2020-06-16,2020-06-16,Clothing - SAP,Amazon,CHECKING,debit,2,10,3,Shopping,Input,Reducable,1.0,0.0,0.0,-32.01,64320.57
2020-06-16,2020-06-16,Shopping,Amazon,CHECKING,debit,1,10,8,Shopping,Input,Reducable,1.0,0.0,0.0,-21.99,64320.57
2020-06-17,2020-06-17,Air Travel,JetBlue,Discover,credit,4,12,1,Travel,Input,Fixed,1.0,0.0,0.0,120.0,64266.57
2020-06-17,2020-06-17,Groceries,Hannaford,VISA STARTER,debit,1,2,5,Food & Dining,Est,Reducable,1.2,43.11,51.732,-43.11,64266.57
2020-06-17,2020-06-17,Subscriptions,Pandora,Discover,debit,1,7,1,Subscriptions,Input,Fixed,1.0,0.0,0.0,-4.99,64266.57
2020-06-18,2020-06-18,Clothing - SAP,Amazon,Discover,credit,1,10,3,Shopping,Input,Reducable,1.0,0.0,0.0,16.99,64338.47
2020-06-18,2020-06-18,Clothing - SAP,Kohl's,CHECKING,debit,1,10,3,Shopping,Input,Reducable,1.0,0.0,0.0,-53.78,64338.47
2020-06-18,2020-06-18,Coffee Shops,Aroma Joe's Coffee,CHECKING,debit,1,2,2,Food & Dining,Est,Reducable,1.1,4.58,5.038,-4.58,64338.47
2020-06-18,2020-06-18,Credit Card Rewards,CASHBACK BONUS REDEMPTION payment/STMT CRDT,Discover,credit,1,30,8,Income,Input,Fixed,1.0,0.0,0.0,24.92,64338.47
2020-06-18,2020-06-18,Entertainment,State Parks,CHECKING,debit,1,11,2,Entertainment,Input,Reducable,1.0,0.0,0.0,-9.0,64338.47
2020-06-18,2020-06-18,Groceries,Hannaford,CHECKING,debit,1,2,5,Food & Dining,Est,Reducable,1.2,80.31,96.372,-80.31,64338.47
2020-06-18,2020-06-18,Groceries,Market Basket,CHECKING,debit,1,2,5,Food & Dining,Est,Reducable,1.2,21.17,25.404,-21.17,64338.47
2020-06-18,2020-06-18,Hair,Share Withdrawal Cardtronics CCS 449 NH ROUTE 11 FARMINGTON NHUS,CHECKING,debit,1,9,1,Personal Care,Input,Fixed,1.0,0.0,0.0,-63.25,64338.47
2020-06-18,2020-06-18,Paycheck,LIBERTY MUTUAL DESC: PAYROLL,CHECKING,credit,1,30,1,Income,Input,Fixed,1.0,0.0,0.0,2101.89,64338.47
2020-06-18,2020-06-18,Restaurants,Won Tons,CHECKING,debit,1,2,6,Food & Dining,Est,Reducable,1.5,24.22,36.33,-24.22,64338.47
2020-06-18,2020-06-18,Shopping,Amazon,CHECKING,debit,1,10,8,Shopping,Input,Reducable,1.0,0.0,0.0,-20.98,64338.47
2020-06-18,2020-06-18,Shopping,Dollar Tree,CHECKING,debit,1,10,8,Shopping,Input,Reducable,1.0,0.0,0.0,-13.5,64338.47
2020-06-19,2020-06-19,Baby Supplies,Wal-Mart,CHECKING,debit,1,3,1,Kids,Input,Fixed,1.0,0.0,0.0,-60.68,66191.48
2020-06-19,2020-06-19,Fast Food,COUNTRY GOODS & 3400 PROVINCE LAKE EAST WAKEFIEL NHUS,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,30.72,15.36,-30.72,66191.48
2020-06-19,2020-06-19,Fast Food,THE PINK HOUSE gosq.com NHUS,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,4.25,2.125,-4.25,66191.48
2020-06-19,2020-06-19,Gas & Fuel,Exxon,CHECKING,debit,1,4,3,Auto & Transport,Est,Fixed,0.5,24.82,12.41,-24.82,66191.48
2020-06-19,2020-06-19,Hair,BRETT MCKENZIE WAKEFIELD NHUS,CHECKING,debit,1,9,1,Personal Care,Input,Fixed,1.0,0.0,0.0,-15.15,66191.48
2020-06-19,2020-06-19,Restaurants,EASTERN PARADISE ROCHESTER NHUS,CHECKING,debit,1,2,6,Food & Dining,Est,Reducable,1.5,27.8,41.7,-27.8,66191.48
2020-06-19,2020-06-19,Restaurants,THE FARMER'S KITCHE FARMINGTON NHUS,CHECKING,debit,1,2,6,Food & Dining,Est,Reducable,1.5,13.82,20.73,-13.82,66191.48
2020-06-19,2020-06-19,Shopping,Dollar Tree,CHECKING,debit,1,10,8,Shopping,Input,Reducable,1.0,0.0,0.0,-6.0,66191.48
2020-06-19,2020-06-19,Shopping,Electronic Refund Amzn,CHECKING,credit,1,10,8,Shopping,Input,Reducable,1.0,0.0,0.0,5.02,66191.48
2020-06-20,2020-06-20,Cable/ Internet,Spectrum,Discover,debit,1,1,2,Bills & Utilities,Input,Fixed,1.0,0.0,0.0,-49.99,66013.26
2020-06-20,2020-06-20,Fast Food,Big Dave's Bagel & Deli,CHECKING,debit,2,2,3,Food & Dining,Est,Reducable,0.5,16.87,8.435,-16.87,66013.26
2020-06-20,2020-06-20,Fast Food,TOWN FARM COUNT Wakefield NHUS,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,11.25,5.625,-11.25,66013.26
2020-06-20,2020-06-20,Gas & Fuel,7-Eleven,CHECKING,debit,1,4,3,Auto & Transport,Est,Fixed,0.5,16.47,8.235,-16.47,66013.26
2020-06-20,2020-06-20,Shopping,Dollar Tree,CHECKING,debit,1,10,8,Shopping,Input,Reducable,1.0,0.0,0.0,-7.0,66013.26
2020-06-21,2020-06-21,Coffee Shops,Aroma Joe's Coffee,CHECKING,debit,1,2,2,Food & Dining,Est,Reducable,1.1,8.94,9.834,-8.94,65911.68
2020-06-21,2020-06-21,Fast Food,White Mountain Cupcakery LLC,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,7.63,3.815,-7.63,65911.68
2020-06-21,2020-06-21,Groceries,Hannaford,CHECKING,debit,1,2,5,Food & Dining,Est,Reducable,1.2,125.29,150.348,-125.29,65911.68
2020-06-21,2020-06-21,Restaurants,Fresh Co,CHECKING,debit,1,2,6,Food & Dining,Est,Reducable,1.5,37.42,56.13,-37.42,65911.68
2020-06-22,2020-06-22,Baby Supplies,Target,CHECKING,debit,1,3,1,Kids,Input,Fixed,1.0,0.0,0.0,-55.31,65732.4
